ID	ZT_0_REP_1	ZT_0_REP_2	ZT_0_REP_3	ZT_4_REP_1	ZT_4_REP_2	ZT_4_REP_3	ZT_8_REP_1	ZT_8_REP_2	ZT_8_REP_3	ZT_12_REP_1	ZT_12_REP_2	ZT_12_REP_3	ZT_16_REP_1	ZT_16_REP_2	ZT_16_REP_3	ZT_20_REP_1	ZT_20_REP_2	ZT_20_REP_3
Cdc42ep2	6.27602	7.17371	8.19338	6.96179	9.38715	8.51884	6.14606	10.3786	6.32115	8.45039	6.11909	5.98037	7.30705	6.70022	7.00525	7.24575	5.44084	7.71883
Cdc42ep3	3.36172	4.70742	3.35777	4.12128	4.15377	3.77872	3.54995	3.82788	3.81993	3.73748	4.06765	5.24808	4.90414	4.14598	4.47761	3.53169	3.90034	4.11636
Cdc42ep4	17.478	20.617	15.7463	18.0372	17.2882	20.3864	21.1199	21.0012	20.8168	22.7261	16.768	15.472	16.0488	15.6368	16.4812	15.2878	15.0994	15.2454
Cdc42ep5	1.01742	0.632616	0.59177	0.656425	1.4078	0.95228	0.61667	0.498712	0.378136	1.04991	1.13123	1.51498	0.873833	0.584861	1.13572	0.654733	0.595847	0.692717
Cdc42se1	16.885	18.9277	16.413	15.7251	17.1713	17.0555	15.1053	18.6488	16.5063	18.5517	15.6173	16.1322	19.1965	16.1456	17.8682	14.9795	14.7112	16.2585
Cdc42se2	32.2279	31.0309	30.7567	31.5896	31.2014	31.5941	31.5243	34.3873	32.7058	31.9423	30.3172	34.0524	31.9935	30.5524	31.4016	27.9108	28.7621	29.5414
Cdc45	0.705028	1.08562	0.73	0.909226	0.803515	0.997781	0.856739	0.708189	1.01671	0.983024	1.01235	1.17189	0.754344	0.751204	0.87382	0.521939	0.80061	0.826302
Cdc5l	17.5627	16.1392	16.3035	18.285	20.0618	18.324	15.199	16.1228	13.6653	16.1609	17.1481	15.7256	18.4465	21.0728	17.4921	16.2504	17.1412	16.5888
Cdc6	0.0476325	0.0613516	0.114073	0.0518706	0.0884909	0.0945139	0.0413451	0.0668755	0.0798626	0.0298856	0.0271484	0.0664866	0.0732359	0.0575415	0.0878639	0.0517395	0.0374548	0.0522502
Cdc7	2.8853	7.97567	6.93833	3.51775	6.88047	7.42747	4.92851	3.43031	3.64827	3.72332	5.36021	4.84385	4.92489	4.45956	4.90031	6.35087	6.05999	5.28
Cdc73	8.02083	6.32976	7.16859	8.17074	4.51669	6.36508	8.24894	6.83217	7.84544	6.39806	8.76568	7.87719	7.98934	9.45624	8.14316	8.00959	9.56054	8.33873
Cdca2	0.0314953	0.0485974	0.0514289	0.0488982	0.0611738	0.0539029	0.0334953	0.0108349	0.0443644	0.0658516	0.0461695	0.0647965	0.107585	0.0845305	0.0569437	0.0243857	0.0312033	0.0307848
Cdca3	0.483906	0.323172	0.251922	0.367272	0.539382	0.307246	0.297525	0.353843	0.193171	0.414911	0.394014	0.323643	0.413331	0.285786	0.163642	0.254835	0.228292	0.209108
Cdca4	1.95822	2.47544	1.85443	1.92011	1.99794	2.12402	2.22587	2.47105	1.93193	1.91303	1.86779	1.84658	1.84467	1.91497	2.15003	1.61131	2.08961	1.79468
Cdca5	0.0404976	0.07824	0.0379495	0.0481094	0.0902807	0.0385696	0.0	0.0319818	0.0145497	0.0381111	0.0890314	0.0317959	0.0373586	0.0587057	0.0448201	0.0239927	0.0286582	0.121154
Cdca7	0.351141	0.555049	0.628182	0.616231	0.984422	0.478835	0.561098	0.806701	0.642245	0.5888	0.499046	0.885554	0.530057	0.501305	0.512272	0.482258	0.399084	0.869038
Cdca7l	0.190633	0.153457	0.303685	0.135878	0.223112	0.245102	0.251309	0.233347	0.164374	0.231425	0.223517	0.217023	0.228613	0.207257	0.197793	0.194821	0.148392	0.230973
Cdca8	0.307285	0.333285	0.333417	0.187324	0.432648	0.31191	0.268481	0.344846	0.191746	0.328749	0.177776	0.266654	0.328225	0.222722	0.134243	0.344938	0.274675	0.130635
Cdcp1	0.20118	0.222677	0.111935	0.184846	0.182198	0.318838	0.22715	0.208525	0.0880893	0.0709968	0.202712	0.143144	0.156588	0.227838	0.271358	0.139674	0.222446	0.349829
Cdcp2	0.0	0.0	0.0535915	0.0254772	0.0424974	0.0680839	0.0465387	0.022582	0.0	0.0376738	0.0279396	0.00748357	0.0	0.0138172	0.0	0.0423525	0.0134902	0.0342182
Cdh1	0.517064	0.494217	0.331521	0.227919	0.27907	0.252703	0.0744089	0.103159	0.310915	0.507082	0.666085	0.880296	0.200836	0.272202	0.880966	0.0435315	0.165619	0.127006
Cdh10	9.40979	8.87756	9.57603	9.53867	7.85443	8.45541	8.98596	9.02591	8.69868	9.70846	9.14167	8.95094	11.085	10.9882	10.2358	10.2078	9.44099	10.264
Cdh11	10.8206	11.0694	10.7436	10.8272	8.24089	9.49192	10.9809	10.9302	11.9786	12.334	11.2843	13.615	14.1374	13.1801	13.0636	11.0462	11.0652	11.3318
Cdh12	1.02801	0.849236	1.32655	1.74926	0.760775	1.14057	1.48933	1.89651	1.59389	1.18946	1.82159	1.52492	1.53131	2.25363	1.71359	1.65489	1.61296	1.64106
Cdh13	29.1503	27.1063	24.367	30.6389	28.6775	31.5826	28.4548	26.1839	25.263	25.4069	30.2967	27.9497	29.053	37.6465	33.7596	30.1199	31.8963	25.9349
Cdh15	1.27758	1.15297	1.03431	0.983417	1.84061	1.13606	1.19665	1.35897	1.20839	1.15813	0.853433	1.18048	1.12243	1.00789	1.10374	0.826412	1.15009	0.998415
Cdh16	0.0	0.0	0.0	0.0	0.0	0.00591349	0.0	0.0	0.0	0.00477693	0.00619956	0.00664148	0.0	0.0060005	0.0	0.0147142	0.0	0.0
Cdh17	0.0633202	0.0589008	0.0527432	0.100296	0.0862635	0.0854329	0.0549624	0.038893	0.0985797	0.0754791	0.0670248	0.033143	0.0778828	0.0968889	0.0583988	0.0500185	0.11949	0.0252574
Cdh18	11.1622	10.0206	11.1792	13.7913	11.7372	13.0627	11.8877	12.1028	10.2982	11.9373	12.6932	9.9195	12.0548	15.9845	12.8108	11.2758	12.7112	11.3634
Cdh19	2.40567	3.01555	3.15904	2.59499	1.52458	2.08616	3.24483	2.97997	3.71153	3.807	4.45148	4.21339	5.00248	3.76137	4.40103	4.9621	4.32711	5.05466
Cdh2	30.6465	30.0108	28.5008	36.1081	27.5613	30.7456	34.1767	32.1841	31.6363	29.6821	32.4799	28.7519	32.7903	38.7518	31.6875	32.0969	36.6779	34.8127
Cdh20	7.40684	7.37093	7.11784	6.97652	6.02679	6.87274	6.65397	7.13547	7.39342	7.08807	6.05319	5.42661	7.43968	6.7189	6.67796	6.69803	6.46309	6.65925
Cdh22	14.8009	14.2582	12.3582	12.5773	12.9021	13.6848	13.0304	11.1695	14.4772	15.4326	12.3709	11.0034	13.8787	13.3999	13.3487	11.4367	14.2769	11.1305
Cdh23	0.317366	0.357286	0.646349	0.556163	0.392402	0.335019	0.439324	0.429839	0.484901	0.286005	0.516065	0.141913	0.28501	0.548369	0.324489	0.48044	0.54905	0.496118
Cdh24	3.82619	5.59526	5.83381	6.15404	5.42981	5.83608	5.04979	5.20351	5.25042	5.31127	5.48788	3.76755	4.39316	5.98124	5.35608	5.03976	5.27373	5.13871
Cdh26	0.0589725	0.0488291	0.0773271	0.0441131	0.0657332	0.0589429	0.0575873	0.188984	0.0817232	0.0419344	0.0493899	0.0793755	0.147667	0.0366369	0.0279701	0.0524107	0.0775048	0.303647
Cdh3	0.0119604	0.0192559	0.0112079	0.0372972	0.0333289	0.0299013	0.0116794	0.00944537	0.0193367	0.0303781	0.0175294	0.061038	0.0110333	0.0260069	0.0248193	0.0265722	0.0211595	0.0483045
Cdh4	7.7794	7.76694	7.05228	8.84176	6.81312	7.90629	7.85522	6.46163	7.76575	6.47727	7.27226	6.49725	8.01927	8.33347	7.93386	6.75093	8.97813	7.94252
Cdh5	2.02964	2.67656	1.95871	2.15922	1.8909	2.13353	2.02338	1.92821	2.47491	3.02071	2.26876	2.77322	3.38695	2.54258	2.8816	1.84137	2.16514	2.45234
Cdh6	1.40789	0.979684	1.31045	1.55746	0.663526	1.15413	1.29177	1.98489	1.38505	0.890989	1.56489	1.21665	1.97865	1.96555	1.82744	1.88092	2.01934	2.17096
Cdh7	3.37052	3.98017	4.07256	4.06025	3.4567	4.3419	4.1444	4.99585	4.41743	3.73641	4.8599	4.3381	4.55981	5.60353	4.53191	5.26601	4.74456	4.72372
Cdh8	8.07024	8.13536	10.5197	12.2827	9.8182	9.64096	11.6891	13.1322	11.3942	10.134	11.1558	14.1987	11.9219	17.0838	13.7654	14.1569	10.1614	12.1837
Cdh9	1.84459	2.06923	2.19053	1.65104	1.9613	2.11905	1.91747	1.57754	1.38344	2.19346	2.18022	2.94319	2.65043	2.63696	2.18728	2.08492	1.77452	1.51817
Cdhr1	0.793463	0.892418	1.60751	0.921027	1.00899	1.06169	1.06948	0.935509	0.825095	1.06011	1.08512	0.965166	0.96392	1.29601	1.16881	0.824304	1.02018	1.18353
Cdhr2	1.1564	1.25623	1.32992	1.18643	1.34756	1.66871	1.57409	1.26377	1.07013	1.50048	1.55361	0.733677	1.24456	1.42658	1.25559	1.09513	1.31429	0.817707
Cdhr3	3.43699	2.07908	1.56347	1.88789	1.9434	2.20475	3.00597	2.34534	1.47459	1.97836	2.40252	1.32959	1.34673	1.92278	1.52338	1.3196	2.65062	2.0814
Cdhr5	0.865646	0.0421025	0.0	0.203096	0.0	0.00845847	0.0	0.0	0.0	0.0	0.062396	0.0464876	0.0	0.0171662	0.0392642	0.0	0.02514	0.0
Cdip1	59.5703	60.3143	57.3044	66.6714	75.3606	65.8753	60.1154	64.4446	56.4834	66.4767	60.8007	57.3634	64.0344	73.3102	69.1311	61.8744	60.7238	60.6734
Cdipt	38.8116	40.0075	31.9636	39.6611	49.8241	41.4988	38.5376	41.7123	34.9575	39.9454	34.902	34.0525	37.8414	42.8194	41.4032	33.6493	35.0592	34.4618
Cdk1	0.155434	0.0667319	0.0323677	0.084631	0.250255	0.061681	0.0674592	0.0340971	0.120994	0.0975165	0.0569521	0.0542382	0.0557613	0.0813652	0.100348	0.122782	0.103883	0.10075
Cdk10	25.0675	31.3015	26.2602	26.248	34.9884	31.2174	27.2406	33.3133	28.2199	30.0935	26.7095	24.2709	26.3146	26.2195	26.9885	25.711	24.3623	23.2501
Cdk11b	21.866	23.4732	22.0587	22.8588	28.3294	26.4618	22.3857	25.3968	21.2761	23.9162	23.8346	25.0377	22.789	24.1249	22.4537	23.2103	20.831	22.4132
Cdk12	2.70577	2.70121	3.27044	3.32615	1.88121	2.5732	2.49639	3.25691	2.69857	2.27182	3.54889	3.52782	3.30091	4.00755	3.62237	3.25582	3.74954	3.42299
Cdk13	6.4236	6.52538	7.19152	7.00151	4.99904	6.60582	6.94486	6.50213	6.43601	6.1395	7.89011	6.86232	6.78271	7.79632	7.26663	7.1107	7.68484	7.43236
Cdk14	28.2369	20.3871	27.9376	29.6539	23.1052	24.2325	27.5166	37.8046	28.478	25.3017	27.2356	23.82	27.6597	33.5966	26.9963	28.4013	28.9553	31.3078
Cdk15	0.0180783	0.0349267	0.0508226	0.0966434	0.0403017	0.103306	0.0	0.114215	0.0389703	0.0816625	0.013248	0.085163	0.116739	0.0786196	0.105041	0.0481971	0.0767591	0.0811256
Cdk16	46.8307	49.0881	44.3309	42.7613	38.9695	39.4589	42.9692	58.7545	49.4647	49.7054	37.1957	48.4596	45.0344	40.795	42.9964	48.6969	39.6867	43.3354
Cdk17	20.6529	23.0083	19.853	18.4723	19.3881	17.8893	18.6059	20.4678	18.4028	18.4725	18.0405	38.2279	26.5155	22.5095	20.6833	18.5669	19.0718	21.9451
Cdk18	21.7283	20.202	21.2836	22.8673	26.5665	23.6062	20.4851	22.0656	17.61	18.1685	19.429	12.2324	19.0542	21.9009	20.9421	19.2519	20.4862	21.3836
Cdk19	8.04482	8.30089	9.67786	7.38687	5.37819	6.983	6.63243	8.80692	8.08199	7.81872	7.79921	10.3498	8.87307	6.77019	7.10333	8.25515	7.26186	9.10532
Cdk2	0.83427	1.25516	0.952977	0.923109	1.16581	1.22338	1.18392	0.98346	1.29368	1.43835	1.28086	0.989835	0.920459	0.722648	1.15404	0.990506	0.631528	1.07203
Cdk20	5.62139	6.84812	6.369	4.11275	5.93439	6.17976	4.34169	4.5847	4.74633	5.96439	4.73163	4.4691	6.17839	6.33227	6.28798	5.13398	5.65135	5.71867
Cdk2ap1	44.1874	50.4066	41.0148	41.7743	53.5264	48.5521	44.1929	40.7769	40.656	49.2657	36.8777	33.6376	40.7319	37.3531	40.6098	39.7869	39.9383	41.1111
Cdk2ap2	19.0451	19.1348	14.6577	15.5108	16.7056	14.8426	13.2932	15.1178	13.7553	17.313	12.4697	13.771	19.9537	16.3893	19.2308	13.8714	15.4688	14.4495
Cdk3-ps	0.169403	1.07881	1.05829	0.67081	0.797253	1.04869	0.569791	0.431071	0.344882	0.276328	0.827602	0.738905	0.364634	0.245568	0.56245	0.669081	0.479512	0.439218
Cdk4	29.2225	30.6506	28.1586	26.9168	33.2245	31.6199	26.803	27.0911	26.6709	31.5885	26.7054	27.5036	29.1155	25.3904	29.5459	24.8401	27.5725	25.3943
Cdk5	40.8292	44.0991	39.955	40.5163	53.7254	48.0463	43.4748	50.2829	39.7873	46.7723	39.606	39.6228	44.258	44.1653	44.9951	41.3586	39.1491	40.446
Cdk5r1	36.2159	32.6787	32.6588	34.5319	29.2231	31.424	33.4979	46.7773	32.9578	28.8301	31.2902	39.5066	37.6359	40.0207	35.2051	30.7748	33.6319	38.1125
Cdk5r2	41.9338	46.7178	38.5644	38.825	39.6532	36.7367	39.085	45.4928	42.7936	42.7388	33.8899	44.6375	44.287	38.8269	39.9939	34.7293	39.1158	39.0845
Cdk5rap1	3.48606	4.09625	3.65677	3.44206	3.40724	3.52141	3.04851	2.97901	2.83202	3.23901	2.98357	3.697	3.04786	3.63922	3.53063	3.12108	3.90288	3.10535
Cdk5rap2	3.27427	3.10553	3.10402	2.50915	2.29284	3.10223	2.6051	2.40824	3.17249	2.72289	3.21373	2.67062	2.79746	2.37628	2.45377	2.7816	3.26247	3.14036
Cdk5rap3	12.395	13.4088	11.4381	11.727	15.9276	13.5345	13.0963	13.0105	13.0551	14.7471	12.8821	11.4433	11.8796	12.4	12.1893	11.0546	11.8237	11.0967
Cdk6	0.13165	0.149997	0.0854077	0.198501	0.0564394	0.115738	0.0988904	0.111964	0.403854	0.102926	0.111317	0.103362	0.121446	0.0954205	0.126088	0.125993	0.257988	0.245398
Cdk7	7.26334	6.49089	7.69489	8.44566	5.71283	6.99761	7.94742	7.82365	7.24958	6.68079	8.84199	7.97327	7.73425	9.09066	8.0558	7.65762	8.34165	8.1511
Cdk8	6.97359	8.64066	7.43741	7.31172	9.05066	9.57022	7.46818	8.04019	7.21518	7.58692	7.53844	8.22031	7.10834	7.07908	7.41142	6.59097	7.30007	6.96758
Cdk9	14.7184	18.4749	15.3975	14.0883	17.2882	17.3044	14.8154	16.0113	13.4667	15.8857	14.9419	14.4547	14.8788	15.7307	16.2973	13.988	14.2557	13.4744
Cdkal1	4.17772	4.02632	3.87758	4.23939	4.09621	4.91476	4.38445	3.95191	3.67803	4.47508	4.33499	3.97915	4.3227	5.28796	4.23039	4.42225	4.3309	4.13267
Cdkl1	7.02925	7.6576	7.83472	9.2701	8.64622	9.47787	8.58772	9.40271	7.85993	7.6845	9.49667	8.87395	9.3124	10.8967	10.564	10.0718	9.00627	8.87939
Cdkl2	11.5847	10.3837	10.6089	11.6975	10.2501	11.5783	11.3376	10.5811	9.0945	9.70866	11.878	9.55278	11.3249	13.2774	11.9556	9.65445	11.8592	10.5535
Cdkl3	4.52196	4.43662	4.45079	5.35725	5.2898	5.0844	4.90245	4.7964	5.16551	5.57539	5.59364	5.40141	4.87916	6.15388	5.69868	5.13845	4.32077	5.30684
Cdkl4	4.17122	3.35778	3.15224	3.89625	3.26209	4.28901	3.94185	3.31403	2.95491	3.27646	3.79625	2.96462	2.74629	4.12659	3.3995	2.31678	3.94562	4.00779
Cdkl5	3.26331	2.04815	3.58059	4.5392	1.15087	2.07256	3.03946	4.81496	4.5976	2.16602	4.48455	6.61535	5.2073	5.54443	3.77843	4.80209	5.01323	6.39192
Cdkn1a	4.67319	4.88094	3.54428	3.7437	3.49764	3.5474	2.12777	2.57379	2.78695	5.11767	3.78972	6.46723	5.03152	5.2125	4.79175	4.7274	4.76512	4.82265
Cdkn1b	13.7638	14.8132	13.1323	15.3475	14.2376	15.5589	15.3446	16.1973	13.711	15.5492	16.1992	14.7933	15.3999	16.7931	15.3281	13.918	16.8531	15.8903
Cdkn1c	1.81239	1.88513	1.61902	1.57328	1.44052	1.81443	1.18779	1.68637	1.85504	2.18978	2.13635	1.79328	1.55632	1.42605	2.71079	0.979023	1.49586	1.85942
Cdkn2a	0.127608	0.046177	0.0298944	0.0284234	0.0	0.0256081	0.0623046	0.0283122	0.0	0.018013	0.026272	0.0	0.033072	0.0231225	0.10592	0.0	0.0	0.0572629
Cdkn2aip	3.35111	4.14117	3.61685	3.66854	3.58774	3.85676	3.88469	4.40157	3.85968	4.24856	3.93122	4.16812	4.13895	5.04969	4.52225	3.40524	4.45196	3.78293
Cdkn2aipnl	20.6114	20.2178	18.7827	23.2357	26.6774	22.435	24.6015	23.1315	21.2456	23.9718	20.3994	18.6171	21.0186	21.832	22.0607	18.2061	21.619	20.2378
Cdkn2b	0.677759	0.598586	0.199607	0.241545	0.388521	0.442623	0.340374	0.168218	0.166971	0.382692	0.298002	0.395295	0.535907	0.224568	0.0964412	0.154878	0.438507	0.347589
