CycID	PhaseShift	PhaseShiftHeight	PeakIndex	PeakSPD	Period	p	N	Nindependent	Nyquist	BH.Q
POLRMT	24.640968991573	6.80471783730516	46	1.12688199202651	22.3370786516854	0.99718942475719	18	15	0.132352941176471	1
POM121	44.0623882062679	16.3335454346148	1	2.22983488076042	28	0.818537769913591	18	15	0.132352941176471	1
POM121L12	67.9999460159307	0	NA	NA	NA	1	18	15	NA	1
POM121L2	44.6834272752703	0.00297448009846544	62	2.1150594104966	20.8385744234801	0.854586943435463	18	15	0.132352941176471	1
POMC	22.7854365434511	24.6789692864408	1	1.61129137936401	28	0.964570512057002	18	15	0.132352941176471	1
POMGNT1	21.0670840078906	22.4292385690259	41	1.7014011833033	22.8505747126437	0.951259240604028	18	15	0.132352941176471	1
POMGNT2	33.2533609231912	24.5693284403501	52	1.79284317306746	21.7505470459519	0.9348833077502	18	15	0.132352941176471	1
POMK	35.9853950085404	9.17584634559594	67	0.720109283450785	20.4106776180698	0.999954753933291	18	15	0.132352941176471	1
POMP	5.19814478037871e-05	141.429722280653	47	1.91493658146208	22.2371364653244	0.908472214937438	18	15	0.132352941176471	1
POMT1	23.9656934237461	5.62437920344175	17	4.53999655840024	25.6847545219638	0.148675746084729	18	15	0.132352941176471	1
POMT2	19.9269043786422	5.03667647926467	61	3.50221022717981	20.9263157894737	0.368027627224023	18	15	0.132352941176471	1
PON1	31.6201463403819	0.375004665477839	20	1.38110549722855	25.2926208651399	0.986979957960736	18	15	0.132352941176471	1
PON2	13.1171231200879	40.6295085750636	61	0.442638267369971	20.9263157894737	0.999999799523108	18	15	0.132352941176471	1
PON3	67.9999460159307	1.21807539648051	63	3.68878981336014	20.7515657620042	0.316002898240516	18	15	0.132352941176471	1
POP1	25.1497892795699	1.76241337045842	9	2.39631855372018	26.7924528301887	0.761173952782522	18	15	0.132352941176471	1
POP4	31.9345343430067	16.5941576217719	44	2.06583126641148	22.5396825396825	0.868974578710285	18	15	0.132352941176471	1
POP5	12.5139571265973	32.1504216471587	1	0.220833816942731	28	0.999999999971495	18	15	0.132352941176471	1
POP7	8.04887758402719e-05	19.3504654892089	44	1.19767038791836	22.5396825396825	0.995441778700222	18	15	0.132352941176471	1
POPDC2	24.5818212632219	0.439293725590762	25	3.93834867379427	24.6650124069479	0.255534667377233	18	15	0.132352941176471	1
POPDC3	51.802899103214	0.322621201512136	41	3.41784329777201	22.8505747126437	0.393461462769675	18	15	0.132352941176471	1
POR	32.3046474643672	39.4791550618902	41	2.40763989172052	22.8505747126437	0.757102030974161	18	15	0.132352941176471	1
PORCN	29.4575636230452	15.5593153495224	33	3.55447422883608	23.7231503579952	0.35286395813466	18	15	0.132352941176471	1
POSTN	24.5676841419236	0.673070689077607	28	1.29856100982942	24.3031784841076	0.991611294731524	18	15	0.132352941176471	1
POT1A	40.2084324201657	5.2309640390141	1	4.24655040459869	28	0.194469546315117	18	15	0.132352941176471	1
POT1B	52.4789538459713	1.8617409162089	19	3.25914434896259	25.4219948849105	0.444386490449903	18	15	0.132352941176471	1
POTEG	16.0526998827597	0	36	1.01852004633558	23.3882352941176	0.998794415565756	18	15	0.132352941176471	1
POU1F1	36	0.00635382135337272	5	2.73064894597488	27.3829201101928	0.636134417760279	18	15	0.132352941176471	1
POU2AF1	28.5773178860535	0.0426540839831675	10	2.36939412582626	26.6487935656836	0.77078212164217	18	15	0.132352941176471	1
POU2F1	44.2786090685	2.66527727751125	28	1.64879067101773	24.3031784841076	0.959365586660234	18	15	0.132352941176471	1
POU2F2	44.6682440308782	2.48847540382479	67	1.78483018774795	20.4106776180698	0.936435357805544	18	15	0.132352941176471	1
POU2F3	44.556070912361	0.0730606292949086	56	3.08256617082179	21.3763440860215	0.505338548670159	18	15	0.132352941176471	1
POU3F1	22.830613996604	2.69569583813779	59	2.20129215204301	21.104033970276	0.827806468697091	18	15	0.132352941176471	1
POU3F2	44.1188487734037	6.94236641058378	30	3.35764735178912	24.0677966101695	0.412315206464583	18	15	0.132352941176471	1
POU3F3	16.2562439870395	15.3735273396453	35	3.78470230599115	23.4988179669031	0.291541631175256	18	15	0.132352941176471	1
POU3F4	63.7448809176712	2.66833059192033	50	3.96445069391034	21.9426048565121	0.249798106760625	18	15	0.132352941176471	1
POU4F1	25.1650528995588	0.0157650377048234	72	0.9129871151322	20	0.999545135828277	18	15	0.132352941176471	1
POU4F2	36	0.00281158507717991	72	1.48722785584462	20	0.97856473677274	18	15	0.132352941176471	1
POU4F3	67.9999460159307	0	NA	NA	NA	1	18	15	NA	1
POU5F1	20.5088956428098	0.0303287919035182	1	0.707135346761691	28	0.999962466616857	18	15	0.132352941176471	1
POU5F2	24.2523686012712	0.0329933841517133	48	3.5010974401153	22.1380846325167	0.368355446243495	18	15	0.132352941176471	1
POU6F1	17.1153927507458	15.9968247833312	51	1.63663215637309	21.8461538461538	0.961104816624499	18	15	0.132352941176471	1
POU6F2	40.1117940865189	0.733503604812233	1	0.448720890128225	28	0.999999764153882	18	15	0.132352941176471	1
PP2D1	32.5384953174965	2.93399068047563	34	3.90727384439996	23.6104513064133	0.262506469534349	18	15	0.132352941176471	1
PPA1	31.7875450913226	59.1532291441148	26	0.698569341060136	24.5432098765432	0.99996691114109	18	15	0.132352941176471	1
PPA2	30.8411229793142	23.6711977584213	33	3.71418125916301	23.7231503579952	0.309376739486106	18	15	0.132352941176471	1
PPAN	25.8534834787065	6.03914767179873	47	2.42726302197326	22.2371364653244	0.750002492778393	18	15	0.132352941176471	1
PPAP2A	32.3280106784821	14.6891667970227	38	2.88969480516282	23.1701631701632	0.575979609013369	18	15	0.132352941176471	1
PPAP2B	11.7491239225876	112.112589236564	50	1.19818475139973	21.9426048565121	0.995426550101382	18	15	0.132352941176471	1
PPAP2C	32.15198046237	6.50098504672459	47	3.39508561240553	22.2371364653244	0.400521129572794	18	15	0.132352941176471	1
PPAPDC1A	39.0504415393629	6.03903685113291	1	1.0209090239021	28	0.998769792819815	18	15	0.132352941176471	1
PPAPDC1B	23.7363620169746	7.96379493356218	1	3.42940542786813	28	0.389906870775348	18	15	0.132352941176471	1
PPAPDC2	33.9202924380297	11.5932421774275	1	0.680025101039895	28	0.999975000534595	18	15	0.132352941176471	1
PPAPDC3	30.4908657460688	9.0177016627844	47	2.29532702241818	22.2371364653244	0.796594436079138	18	15	0.132352941176471	1
PPARA	67.9999460159307	1.11426150237543	64	2.52219622719012	20.6652806652807	0.715021201400065	18	15	0.132352941176471	1
PPARD	21.077295113469	5.03430558934341	58	1.14983185900607	21.1940298507463	0.996694276544861	18	15	0.132352941176471	1
PPARG	28.5084268742791	0.190620533898651	1	1.2749383696751	28	0.992672122508217	18	15	0.132352941176471	1
PPARGC1A	40.2448430980973	6.82244766376429	48	4.29164207976505	22.1380846325167	0.186698668452115	18	15	0.132352941176471	1
PPARGC1B	54.4200271886559	2.21085161215198	72	1.98022192771829	20	0.892274808921176	18	15	0.132352941176471	1
PPAT	39.7529407317002	4.12738997743884	1	0.682597171950706	28	0.999973993009618	18	15	0.132352941176471	1
PPBP	52.4627054963603	0.591442838413306	54	1.22415786398794	21.5618221258134	0.994604612510681	18	15	0.132352941176471	1
PPCDC	24.0551952586652	4.74935741565886	23	3.43468489331529	24.9122807017544	0.388291014619993	18	15	0.132352941176471	1
PPCS	32.0249007392936	5.84604601143596	39	1.5109015559221	23.0626450116009	0.976260094575041	18	15	0.132352941176471	1
PPDPF	23.6637385215094	42.0752849089478	35	3.26163035654655	23.4988179669031	0.443559091142602	18	15	0.132352941176471	1
PPEF1	41.9881874287691	0.464040499307895	1	0.735372820424	28	0.99994396242542	18	15	0.132352941176471	1
PPEF2	22.8472769655393	0.591336889014934	12	2.82265765694209	26.3660477453581	0.601210271780255	18	15	0.132352941176471	1
PPFIA1	40.9315252676302	8.45767651850043	42	0.986479451858007	22.745995423341	0.99908759953595	18	15	0.132352941176471	1
PPFIA2	39.8570410698985	11.1384555324429	35	3.2257208454631	23.4988179669031	0.455597814858361	18	15	0.132352941176471	1
PPFIA3	25.3622415805805	21.3823113328438	12	0.706134129342416	26.3660477453581	0.999963011406951	18	15	0.132352941176471	1
PPFIA4	25.3201856030087	18.8674790269478	1	0.863900937637268	28	0.999728114286195	18	15	0.132352941176471	1
PPFIBP1	39.8272680060623	5.19025046525427	7	2.46929390974449	27.0844686648501	0.734633445244431	18	15	0.132352941176471	1
PPFIBP2	23.6573449267622	3.62441597754694	72	2.77855217917922	20	0.617923062776609	18	15	0.132352941176471	1
PPHLN1	39.6981435635447	11.7401368758342	25	3.4670784563343	24.6650124069479	0.378476341492517	18	15	0.132352941176471	1
PPIA	30.6948723694818	1394.10579076651	49	1.92058111682767	22.039911308204	0.907127623882823	18	15	0.132352941176471	1
PPIB	22.2934176676779	54.4040953138104	53	3.06224678480113	21.6557734204793	0.512605830398682	18	15	0.132352941176471	1
PPIC	22.9106089497795	1.09406899895862	1	1.33681118314379	28	0.989652802714157	18	15	0.132352941176471	1
PPID	37.8625962435357	46.770038909014	47	1.62148380887697	22.2371364653244	0.963202273223504	18	15	0.132352941176471	1
PPIE	30.3378656845507	10.874825847126	33	2.00222625359412	23.7231503579952	0.886503340093821	18	15	0.132352941176471	1
PPIF	31.0807128410673	17.0457988105167	31	2.43112389191261	23.9518072289157	0.748599681274885	18	15	0.132352941176471	1
PPIFOS	24.1439700125478	0.989012537470116	1	2.31887412515626	28	0.788494315808994	18	15	0.132352941176471	1
PPIG	40.4047045929044	12.5033569023593	40	2.646229802931	22.9561200923788	0.668250637058656	18	15	0.132352941176471	1
